Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Profit,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit Ratio,Quantity,Sales
Furniture,Seattle,United States,Dave Kipp,Hon,02-03-2016,CA-2016-110457,98103,Hon Racetrack Conference Tables,$165.00,West,Consumer,06-03-2016,Standard Class,Washington,Tables,0,1,0.21,3,788
Office Supplies,Bristol,United States,Greg Guthrie,GBC,05-04-2016,US-2016-136476,37620,GBC DocuBind 300 Electric Binding Machine,-$116.00,South,Corporate,10-04-2016,Standard Class,Tennessee,Binders,0.7,1,-0.73,1,158
Furniture,Wilmington,United States,Steven Cartwright,Other,12-06-2017,CA-2017-103730,19805,Artistic Insta-Plaque,$18.00,East,Consumer,15-06-2017,First Class,Delaware,Furnishings,0,1,0.39,3,47
Office Supplies,Wilmington,United States,Steven Cartwright,DXL,12-06-2017,CA-2017-103730,19805,DXL Angle-View Binders with Locking Rings by Samsill,$14.00,East,Consumer,15-06-2017,First Class,Delaware,Binders,0,1,0.45,4,31
Office Supplies,Wilmington,United States,Steven Cartwright,Other,12-06-2017,CA-2017-103730,19805,"Companion Letter/Legal File, Black",$63.00,East,Consumer,15-06-2017,First Class,Delaware,Storage,0,1,0.28,6,227
Office Supplies,Wilmington,United States,Steven Cartwright,Global,12-06-2017,CA-2017-103730,19805,Globe Weis Peel & Seel First Class Envelopes,$52.00,East,Consumer,15-06-2017,First Class,Delaware,Envelopes,0,1,0.45,9,115
Technology,Wilmington,United States,Steven Cartwright,Other,12-06-2017,CA-2017-103730,19805,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,$20.00,East,Consumer,15-06-2017,First Class,Delaware,Phones,0,1,0.29,7,68
Furniture,Houston,United States,Alan Dominguez,Global,26-12-2015,US-2015-152030,77041,Global Deluxe High-Back Manager's Chair,-$9.00,Central,Home Office,28-12-2015,Second Class,Texas,Chairs,0.3,1,-0.01,3,601
Furniture,Bloomington,United States,Philip Fox,Bevis,20-09-2015,US-2015-134614,61701,Bevis 44 x 96 Conference Tables,-$408.00,Central,Consumer,25-09-2015,Standard Class,Illinois,Tables,0.5,1,-0.66,6,618
Office Supplies,Phoenix,United States,Troy Staebel,Avery,05-11-2018,US-2018-107272,85023,"Avery Durable Slant Ring Binders, No Labels",-$2.00,West,Consumer,12-11-2018,Standard Class,Arizona,Binders,0.7,1,-0.77,2,2
Office Supplies,Phoenix,United States,Troy Staebel,Other,05-11-2018,US-2018-107272,85023,"Trav-L-File Heavy-Duty Shuttle II, Black",$30.00,West,Consumer,12-11-2018,Standard Class,Arizona,Storage,0.2,1,0.13,7,244
Furniture,Los Angeles,United States,Lindsay Shagiari,Global,06-11-2017,US-2017-125969,90004,"Global Task Chair, Black",-$9.00,West,Home Office,10-11-2017,Second Class,California,Chairs,0.2,1,-0.11,2,81
Furniture,Los Angeles,United States,Lindsay Shagiari,Eldon,06-11-2017,US-2017-125969,90004,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,$26.00,West,Home Office,10-11-2017,Second Class,California,Furnishings,0,1,0.11,3,239
Technology,Columbus,United States,Dorothy Wardle,Anker,02-02-2018,US-2018-164147,43229,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,-$12.00,East,Corporate,05-02-2018,First Class,Ohio,Phones,0.4,1,-0.2,5,60
Office Supplies,Columbus,United States,Dorothy Wardle,Xerox,02-02-2018,US-2018-164147,43229,Xerox 1916,$29.00,East,Corporate,05-02-2018,First Class,Ohio,Paper,0.2,1,0.38,2,78
Office Supplies,Columbus,United States,Dorothy Wardle,Other,02-02-2018,US-2018-164147,43229,Staples,$7.00,East,Corporate,05-02-2018,First Class,Ohio,Fasteners,0.2,1,0.33,9,21
Office Supplies,Roseville,United States,Lena Creighton,Xerox,13-10-2017,CA-2017-145583,95661,Xerox 195,$10.00,West,Consumer,19-10-2017,Standard Class,California,Paper,0,1,0.48,3,20
Office Supplies,Roseville,United States,Lena Creighton,Xerox,13-10-2017,CA-2017-145583,95661,Xerox 1880,$17.00,West,Consumer,19-10-2017,Standard Class,California,Paper,0,1,0.47,1,35
Office Supplies,Roseville,United States,Lena Creighton,Sanford,13-10-2017,CA-2017-145583,95661,"Sanford Colorific Colored Pencils, 12/Box",$3.00,West,Consumer,19-10-2017,Standard Class,California,Art,0,1,0.3,4,12
Office Supplies,Roseville,United States,Lena Creighton,Other,13-10-2017,CA-2017-145583,95661,Ideal Clamps,$2.00,West,Consumer,19-10-2017,Standard Class,California,Fasteners,0,1,0.49,2,4
Office Supplies,Roseville,United States,Lena Creighton,GBC,13-10-2017,CA-2017-145583,95661,GBC Wire Binding Strips,$27.00,West,Consumer,19-10-2017,Standard Class,California,Binders,0.2,1,0.35,3,76
Office Supplies,Roseville,United States,Lena Creighton,Fiskars,13-10-2017,CA-2017-145583,95661,Fiskars Softgrip Scissors,$18.00,West,Consumer,19-10-2017,Standard Class,California,Supplies,0,1,0.28,6,66
Furniture,Roseville,United States,Lena Creighton,Other,13-10-2017,CA-2017-145583,95661,Longer-Life Soft White Bulbs,$21.00,West,Consumer,19-10-2017,Standard Class,California,Furnishings,0,1,0.48,14,43
Furniture,Philadelphia,United States,Jonathan Doherty,Howard Miller,05-09-2017,CA-2017-110366,19140,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",$10.00,East,Corporate,07-09-2017,Second Class,Pennsylvania,Furnishings,0.2,1,0.13,2,83
Office Supplies,San Francisco,United States,Sally Hughsby,Newell,18-09-2018,CA-2018-106180,94122,Newell 343,$2.00,West,Corporate,23-09-2018,Standard Class,California,Art,0,1,0.27,3,9
Office Supplies,San Francisco,United States,Sally Hughsby,Other,18-09-2018,CA-2018-106180,94122,Convenience Packs of Business Envelopes,$5.00,West,Corporate,23-09-2018,Standard Class,California,Envelopes,0,1,0.47,3,11
Office Supplies,San Francisco,United States,Sally Hughsby,Xerox,18-09-2018,CA-2018-106180,94122,Xerox 1911,$69.00,West,Corporate,23-09-2018,Standard Class,California,Paper,0,1,0.48,3,144
Office Supplies,Independence,United States,Sandra Glassco,Sanyo,22-12-2018,CA-2018-155376,64055,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,$218.00,Central,Consumer,27-12-2018,Standard Class,Missouri,Appliances,0,1,0.26,3,839
Office Supplies,Pasadena,United States,Helen Andreada,SAFCO,07-09-2016,CA-2016-110744,91104,Safco Industrial Wire Shelving,$20.00,West,Consumer,12-09-2016,Standard Class,California,Storage,0,1,0.03,7,672
Furniture,Newark,United States,Maureen Gastineau,Seth Thomas,22-10-2015,CA-2015-110072,43055,"Seth Thomas 14"" Putty-Colored Wall Clock",$13.00,East,Home Office,28-10-2015,Standard Class,Ohio,Furnishings,0.2,1,0.14,4,94
Technology,Franklin,United States,Justin Ellison,Plantronics,05-12-2017,CA-2017-114489,53132,Plantronics Cordless Phone Headset with In-line Volume - M214C,$104.00,Central,Corporate,09-12-2017,Standard Class,Wisconsin,Phones,0,1,0.27,11,384
Technology,Franklin,United States,Justin Ellison,Anker,05-12-2017,CA-2017-114489,53132,Anker Astro 15000mAh USB Portable Charger,$6.00,Central,Corporate,09-12-2017,Standard Class,Wisconsin,Phones,0,1,0.04,3,150
Furniture,Franklin,United States,Justin Ellison,Hon,05-12-2017,CA-2017-114489,53132,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",$586.00,Central,Corporate,09-12-2017,Standard Class,Wisconsin,Chairs,0,1,0.3,8,1952
Office Supplies,Franklin,United States,Justin Ellison,GBC,05-12-2017,CA-2017-114489,53132,GBC Prestige Therm-A-Bind Covers,$81.00,Central,Corporate,09-12-2017,Standard Class,Wisconsin,Binders,0,1,0.47,5,172
Office Supplies,Scottsdale,United States,Tamara Willingham,Belkin,13-03-2017,CA-2017-158834,85254,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,$18.00,West,Home Office,16-03-2017,First Class,Arizona,Appliances,0.2,1,0.11,5,158
Technology,Scottsdale,United States,Tamara Willingham,Jabra,13-03-2017,CA-2017-158834,85254,Jabra BIZ 2300 Duo QD Duo Corded Headset,$15.00,West,Home Office,16-03-2017,First Class,Arizona,Phones,0.2,1,0.08,2,203
Office Supplies,San Jose,United States,Stephanie Phelps,Southworth,31-05-2016,CA-2016-124919,95123,Southworth 25% Cotton Antique Laid Paper & Envelopes,$26.00,West,Corporate,02-06-2016,First Class,California,Paper,0,1,0.45,7,58
Office Supplies,San Jose,United States,Stephanie Phelps,Xerox,31-05-2016,CA-2016-124919,95123,Xerox 1883,$49.00,West,Corporate,02-06-2016,First Class,California,Paper,0,1,0.46,4,106
Office Supplies,San Jose,United States,Stephanie Phelps,Tenex,31-05-2016,CA-2016-124919,95123,"Tenex Personal Project File with Scoop Front Design, Black",$21.00,West,Corporate,02-06-2016,First Class,California,Storage,0,1,0.26,6,81
Office Supplies,Seattle,United States,Neil Knudson,Newell,28-05-2016,CA-2016-118948,98105,Newell 311,$2.00,West,Home Office,03-06-2016,Standard Class,Washington,Art,0,1,0.27,3,7
Furniture,Seattle,United States,Dave Brooks,Global,01-03-2015,CA-2015-104269,98115,Global Deluxe High-Back Manager's Chair,$51.00,West,Consumer,06-03-2015,Second Class,Washington,Chairs,0.2,1,0.11,2,458
Office Supplies,Edmond,United States,Nora Paige,Avery,20-11-2017,CA-2017-114104,73034,Avery 519,$7.00,Central,Consumer,24-11-2017,Standard Class,Oklahoma,Labels,0,1,0.47,2,15
Technology,Edmond,United States,Nora Paige,Avaya,20-11-2017,CA-2017-114104,73034,Avaya 5420 Digital phone,$236.00,Central,Consumer,24-11-2017,Standard Class,Oklahoma,Phones,0,1,0.25,7,945
Office Supplies,Los Angeles,United States,Ted Trevino,Xerox,11-05-2017,CA-2017-162733,90045,Xerox 1920,$3.00,West,Consumer,12-05-2017,First Class,California,Paper,0,1,0.45,1,6
Technology,Philadelphia,United States,Eric Murdock,Other,28-12-2016,CA-2016-119697,19134,Lenovo 17-Key USB Numeric Keypad,$1.00,East,Consumer,31-12-2016,Second Class,Pennsylvania,Accessories,0.2,1,0.02,2,54
Office Supplies,Carlsbad,United States,Ruben Dartt,Staple envelope,16-11-2017,CA-2017-154508,88220,Staple envelope,$13.00,West,Consumer,20-11-2017,Standard Class,New Mexico,Envelopes,0,1,0.47,5,28
Office Supplies,Seattle,United States,Max Jones,Wilson Jones,07-11-2017,CA-2017-113817,98115,Wilson Jones International Size A4 Ring Binders,$10.00,West,Consumer,11-11-2017,Standard Class,Washington,Binders,0.2,1,0.35,2,28
Office Supplies,San Antonio,United States,Becky Martin,BIC,08-09-2015,CA-2015-139892,78207,BIC Brite Liner Highlighters,$3.00,Central,Consumer,12-09-2015,Standard Class,Texas,Art,0.2,1,0.28,3,10
Technology,San Antonio,United States,Becky Martin,Other,08-09-2015,CA-2015-139892,78207,Lexmark MX611dhe Monochrome Laser Printer,"-$1,360.00",Central,Consumer,12-09-2015,Standard Class,Texas,Machines,0.4,1,-0.17,8,8160
Office Supplies,San Antonio,United States,Becky Martin,Space Solutions,08-09-2015,CA-2015-139892,78207,Space Solutions HD Industrial Steel Shelving.,-$59.00,Central,Consumer,12-09-2015,Standard Class,Texas,Storage,0.2,1,-0.21,3,276
Furniture,San Antonio,United States,Becky Martin,SAFCO,08-09-2015,CA-2015-139892,78207,SAFCO Arco Folding Chair,-$25.00,Central,Consumer,12-09-2015,Standard Class,Texas,Chairs,0.3,1,-0.01,9,1740
Office Supplies,San Antonio,United States,Becky Martin,Sanford,08-09-2015,CA-2015-139892,78207,Sanford Liquid Accent Highlighters,$7.00,Central,Consumer,12-09-2015,Standard Class,Texas,Art,0.2,1,0.21,6,32
Office Supplies,San Antonio,United States,Becky Martin,Kensington,08-09-2015,CA-2015-139892,78207,Kensington 7 Outlet MasterPiece Power Center,-$454.00,Central,Consumer,12-09-2015,Standard Class,Texas,Appliances,0.8,1,-2.55,5,178
Technology,San Antonio,United States,Becky Martin,Other,08-09-2015,CA-2015-139892,78207,JBL Micro Wireless Portable Bluetooth Speaker,$9.00,Central,Consumer,12-09-2015,Standard Class,Texas,Phones,0.2,1,0.06,3,144
Office Supplies,Los Angeles,United States,Chad Sievert,Adams,05-08-2015,CA-2015-118962,90004,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",$10.00,West,Consumer,09-08-2015,Standard Class,California,Paper,0,1,0.47,3,21
Office Supplies,Los Angeles,United States,Chad Sievert,Xerox,05-08-2015,CA-2015-118962,90004,Xerox 1913,$53.00,West,Consumer,09-08-2015,Standard Class,California,Paper,0,1,0.48,2,111
Furniture,Los Angeles,United States,Chad Sievert,Global,05-08-2015,CA-2015-118962,90004,"Global Value Steno Chair, Gray",$21.00,West,Consumer,09-08-2015,Standard Class,California,Chairs,0.2,1,0.06,7,340
Office Supplies,Chicago,United States,Jennifer Braxton,Kensington,14-09-2015,US-2015-100853,60623,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,-$131.00,Central,Corporate,19-09-2015,Standard Class,Illinois,Appliances,0.8,1,-2.5,2,52
Office Supplies,Chicago,United States,Jennifer Braxton,Avery,14-09-2015,US-2015-100853,60623,Avery 51,$7.00,Central,Corporate,19-09-2015,Standard Class,Illinois,Labels,0.2,1,0.33,4,20
Office Supplies,Houston,United States,Shirley Jackson,Acco,21-04-2018,US-2018-152366,77036,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",-$243.00,Central,Consumer,25-04-2018,Second Class,Texas,Appliances,0.8,1,-2.5,4,97
Furniture,Newark,United States,Joel Eaton,Other,21-11-2016,US-2016-101511,43055,"Padded Folding Chairs, Black, 4/Carton",-$11.00,East,Consumer,23-11-2016,Second Class,Ohio,Chairs,0.3,1,-0.03,7,397
Office Supplies,Newark,United States,Joel Eaton,Acme,21-11-2016,US-2016-101511,43055,Acme Rosewood Handle Letter Opener,-$4.00,East,Consumer,23-11-2016,Second Class,Ohio,Supplies,0.2,1,-0.24,5,16
Office Supplies,New York City,United States,Jim Kriz,Sanford,15-12-2016,CA-2016-137225,10009,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",$1.00,East,Home Office,19-12-2016,Standard Class,New York,Art,0,1,0.43,1,3
Office Supplies,Decatur,United States,David Kendrick,Tenex,05-12-2015,CA-2015-166191,62521,"Tenex File Box, Personal Filing Tote with Lid, Black",$2.00,Central,Corporate,09-12-2015,Second Class,Illinois,Storage,0.2,1,0.08,2,25
Technology,Decatur,United States,David Kendrick,Imation,05-12-2015,CA-2015-166191,62521,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,$77.00,Central,Corporate,09-12-2015,Second Class,Illinois,Accessories,0.2,1,0.19,7,409
Technology,Monroe,United States,Robert Marley,AT&T,19-11-2015,CA-2015-158274,71203,AT&T TR1909W,$131.00,South,Home Office,24-11-2015,Second Class,Louisiana,Phones,0,1,0.26,4,504
Technology,Monroe,United States,Robert Marley,Nokia,19-11-2015,CA-2015-158274,71203,Nokia Lumia 521 (T-Mobile),$42.00,South,Home Office,24-11-2015,Second Class,Louisiana,Phones,0,1,0.28,5,150
Technology,Monroe,United States,Robert Marley,HP,19-11-2015,CA-2015-158274,71203,HP Standard 104 key PS/2 Keyboard,$7.00,South,Home Office,24-11-2015,Second Class,Louisiana,Accessories,0,1,0.25,2,29
Office Supplies,Fairfield,United States,Sally Knutson,Avery,28-11-2017,CA-2017-105018,06824,Avery Poly Binder Pockets,$3.00,East,Consumer,02-12-2017,Standard Class,Connecticut,Binders,0,1,0.48,2,7
Technology,Los Angeles,United States,Frank Merwin,SanDisk,26-08-2015,CA-2015-123260,90032,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,$23.00,West,Home Office,30-08-2015,Standard Class,California,Accessories,0,1,0.13,8,177
Office Supplies,Grand Prairie,United States,Alice McCarthy,Other,16-07-2017,CA-2017-157000,75051,"Personal Filing Tote with Lid, Black/Gray",$4.00,Central,Corporate,22-07-2017,Standard Class,Texas,Storage,0.2,1,0.1,3,37
Office Supplies,Grand Prairie,United States,Alice McCarthy,Southworth,16-07-2017,CA-2017-157000,75051,Southworth 25% Cotton Antique Laid Paper & Envelopes,$6.00,Central,Corporate,22-07-2017,Standard Class,Texas,Paper,0.2,1,0.31,3,20
Furniture,New York City,United States,Mark Packer,Atlantic,12-10-2016,CA-2016-102281,10035,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",$112.00,East,Home Office,14-10-2016,First Class,New York,Bookcases,0.2,1,0.13,4,899
Technology,New York City,United States,Mark Packer,Other,12-10-2016,CA-2016-102281,10035,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,$20.00,East,Home Office,14-10-2016,First Class,New York,Phones,0,1,0.28,6,72
Office Supplies,New York City,United States,Mark Packer,Xerox,12-10-2016,CA-2016-102281,10035,Xerox 205,$25.00,East,Home Office,14-10-2016,First Class,New York,Paper,0,1,0.48,8,52
Furniture,New York City,United States,Mark Packer,Atlantic,12-10-2016,CA-2016-102281,10035,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",$47.00,East,Home Office,14-10-2016,First Class,New York,Bookcases,0.2,1,0.08,3,626
Office Supplies,New York City,United States,Mark Packer,Other,12-10-2016,CA-2016-102281,10035,4009 Highlighters by Sanford,$7.00,East,Home Office,14-10-2016,First Class,New York,Art,0,1,0.33,5,20
Office Supplies,Redlands,United States,Mary Zewe,Poly,31-10-2016,CA-2016-131457,92374,Poly String Tie Envelopes,$7.00,West,Corporate,06-11-2016,Standard Class,California,Envelopes,0,1,0.47,7,14
Office Supplies,Hamilton,United States,Cassandra Brandow,Binney & Smith,21-03-2015,CA-2015-140004,45011,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",$1.00,East,Consumer,25-03-2015,Standard Class,Ohio,Art,0.2,1,0.16,2,7
Office Supplies,Hamilton,United States,Cassandra Brandow,Binney & Smith,21-03-2015,CA-2015-140004,45011,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",$2.00,East,Consumer,25-03-2015,Standard Class,Ohio,Art,0.2,1,0.26,3,6
Office Supplies,Westfield,United States,Valerie Mitchum,Decoflex,06-11-2018,CA-2018-107720,07090,Decoflex Hanging Personal Folder File,$12.00,East,Home Office,13-11-2018,Standard Class,New Jersey,Storage,0,1,0.26,3,46
Office Supplies,Philadelphia,United States,Fred Hopkins,Pressboard,06-07-2018,US-2018-124303,19120,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",-$2.00,East,Corporate,13-07-2018,Standard Class,Pennsylvania,Binders,0.7,1,-0.77,2,3
Office Supplies,Philadelphia,United States,Fred Hopkins,Wirebound,06-07-2018,US-2018-124303,19120,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",$6.00,East,Corporate,13-07-2018,Standard Class,Pennsylvania,Paper,0.2,1,0.36,3,16
Office Supplies,Akron,United States,Maria Bertelson,Southworth,24-06-2018,CA-2018-105074,44312,Southworth 25% Cotton Linen-Finish Paper & Envelopes,$7.00,East,Consumer,29-06-2018,Standard Class,Ohio,Paper,0.2,1,0.31,3,22
Furniture,Denver,United States,Bruce Stewart,Other,03-08-2015,CA-2015-133690,80219,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,-$162.00,West,Consumer,05-08-2015,First Class,Colorado,Tables,0.5,1,-0.74,2,219
Office Supplies,Denver,United States,Bruce Stewart,Other,03-08-2015,CA-2015-133690,80219,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",$0.00,West,Consumer,05-08-2015,First Class,Colorado,Appliances,0.2,1,0.11,1,3
Office Supplies,Dallas,United States,Logan Currie,Eureka,17-12-2018,US-2018-116701,75220,Eureka Sanitaire  Commercial Upright,-$179.00,Central,Consumer,21-12-2018,Second Class,Texas,Appliances,0.8,1,-2.7,2,66
Furniture,Franklin,United States,Heather Kirkland,Eldon,03-06-2018,CA-2018-126382,37064,"Eldon 200 Class Desk Accessories, Burgundy",$10.00,South,Corporate,07-06-2018,Standard Class,Tennessee,Furnishings,0.2,1,0.28,7,35
Technology,Whittier,United States,Laurel Elliston,Nortel,09-12-2018,CA-2018-108329,90604,Nortel Business Series Terminal T7208 Digital phone,$44.00,West,Consumer,14-12-2018,Standard Class,California,Phones,0.2,1,0.1,4,445
Office Supplies,Saginaw,United States,Joseph Holt,Tennsco,01-12-2018,CA-2018-135860,48601,"Tennsco Lockers, Gray",$6.00,Central,Consumer,07-12-2018,Standard Class,Michigan,Storage,0,1,0.07,4,84
Technology,Saginaw,United States,Joseph Holt,Panasonic,01-12-2018,CA-2018-135860,48601,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,$36.00,Central,Consumer,07-12-2018,Standard Class,Michigan,Phones,0,1,0.27,2,132
Office Supplies,Saginaw,United States,Joseph Holt,Avery,01-12-2018,CA-2018-135860,48601,"Avery Durable Slant Ring Binders, No Labels",$7.00,Central,Consumer,07-12-2018,Standard Class,Michigan,Binders,0,1,0.47,4,16
